"Level","Code","Description","Rulings","Reference to ISIC Rev. 4","This item includes","This item also includes","This item excludes"
"1","A","AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Esta sección comprende el aprovechamiento de los recursos naturales vegetales y animales, incluyendo las actividades de producción agrícola, cría y reproducción de animales, recolección de madera y de otras plantas y animales en una explotación o su hábitat natural.","","","","A","This section includes the exploitation of vegetal and animal natural resources, comprising the activities of growing of crops, raising and breeding of animals, harvesting of timber and other plants, animals or animal products from a farm or their natural habitats.","",""
"2","88","Actividades de servicios sociales sin alojamiento","Esta división comprende la prestación de diversos servicios sociales directamente a los clientes. Las actividades de esta división no incluyen servicios de alojamiento, excepto con carácter temporal.","","","","88","This division includes the provision of a variety of social assistance services directly to clients. The activities in this division do not include accommodation services, except on a temporary basis.","",""
"3","88.1","Actividades de servicios sociales sin alojamiento para personas mayores y con discapacidad","","","","","881","","",""
"4","88.10","Actividades de servicios sociales sin alojamiento para personas mayores y con discapacidad","Esta clase comprende:
- los servicios sociales, de asesoramiento, bienestar social, orientación y otras similares que prestan a ancianos o a personas discapacitadas en su domicilio o en otros lugares, ciertos organismos oficiales u organizaciones privadas, organizaciones de ayuda de tipo nacional o local, así como los especialistas que prestan servicios de consejo y orientación:
• visitas a los ancianos o personas discapacitadas
• actividades de atención diurna para ancianos o adultos discapacitados
• la rehabilitación ocupacional y la capacitación de personas discapacitadas, siempre que el componente educativo sea limitado","","Esta clase no comprende:
- la financiación y administración de los programas de seguridad social obligatoria (véase 84.30)
- las actividades similares a las descritas en esta clase pero con alojamiento incluido (véase 87.30)
- las actividades de cuidado diurno de niños discapacitados (véase 88.91)","","8810","This class includes:
- social, counselling, welfare, referral and similar services which are aimed at the elderly and disabled in their homes or elsewhere and carried out by government offices or by private organisations, national or local self-help organisations and by specialists providing counselling services:
  • visiting of the elderly and disabled
  • day-care activities for the elderly or for disabled adults
  • vocational rehabilitation and habilitation activities for disabled persons provided that the education component is limited","","This class excludes:
- funding and administration of compulsory social security programmes, see 84.30
- activities similar to those described in this class, but including accommodation, see 87.30
- day-care activities for disabled children, see 88.91"
"3","88.9","Otros actividades de servicios sociales sin alojamiento","","","","","889","","",""
"4","88.91","Actividades de cuidado diurno de niños","","Esta clase comprende también:
- las actividades de las guarderías diurnas para alumnos, incluyendo el cuidado diurno de niños discapacitados","","","8890","","This class also includes:
- activities of day nurseries for pupils, including day-care activities for disabled children",""
"4","88.99","Otros actividades de servicios sociales sin alojamiento n.c.o.p.","Esta clase comprende:
- los servicios sociales, de asesoramiento, bienestar social, asilo, orientación y otras similares, que prestan a individuos o familias en su domicilio o en otros lugares, ciertos organismos oficiales u organizaciones privadas, organizaciones de auxilio en caso de catástrofes y organizaciones de ayuda de tipo nacional o local, así como los especialistas que prestan servicios de consejo y orientación:
• las actividades de asistencia social y orientación de niños y adolescentes
• los servicios de adopción y prevención de malos tratos a la infancia y a otros colectivos
• el asesoramiento sobre el presupuesto familiar, orientación familiar y matrimonial
• las actividades de ayuda a la comunidad o al vecindario
• la prestación de auxilio a víctimas de catástrofes, refugiados, inmigrantes, etc. incluido su alojamiento temporal o prolongado
• la rehabilitación ocupacional y la capacitación de personas desempleadas, siempre que el componente educativo sea limitado
• la determinación de las personas con derecho a recibir asistencia social, ayudas para el alquiler de viviendas o cupones para comprar alimentos
• los centros de día para personas sin hogar y otros grupos socialmente desfavorecidos
• las actividades benéficas como la recaudación de fondos u otras actividades de apoyo a los servicios sociales","","Esta clase no comprende:
- la financiación y administración de los programas de seguridad social obligatoria (véase 84.30)
- las actividades similares a las descritas en esta clase pero con alojamiento incluido (véase 87.90)","","8890","This class includes:
- social, counselling, welfare, refugee, referral and similar services which are delivered to individuals and families in their homes or elsewhere and carried out by government offices or by private organisations, disaster relief organisations and national or local self-help organisations and by specialists providing counselling services:
  • welfare and guidance activities for children and adolescents
  • adoption activities, activities for the prevention of cruelty to children and others
  • household budget counselling, marriage and family guidance, credit and debt counselling services
  • community and neighbourhood activities
  • activities for disaster victims, refugees, immigrants etc., including temporary or extended shelter for them
  • vocational rehabilitation and habilitation activities for unemployed persons provided that the education component is limited
  • eligibility determination in connection with welfare aid, rent supplements or food stamps
  • day facilities for the homeless and other socially weak groups
  • charitable activities like fund-raising or other supporting activities aimed at social work","","This class excludes:
- funding and administration of compulsory social security programmes, see 84.30
- activities similar to those described in this class, but including accommodation, see 87.90"
"1","R","ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRETENIMIENTO","Esta sección comprende una amplia gama de actividades destinadas a satisfacer los intereses culturales, de entretenimiento y recreativos de la población en general, incluidas actuaciones en vivo, la explotación de museos, los juegos de azar, los deportes y las actividades de ocio.","","","","R","This section includes a wide range of activities to meet varied cultural, entertainment and recreational interests of the general public, including live performances, operation of museum sites, gambling, sports and recreation activities.","",""
"2","90","Actividades de creación, artísticas y espectáculos","Esta división comprende la explotación de instalaciones y la prestación de servicios destinados a satisfacer los intereses culturales y de entretenimiento de sus clientes. Se incluye aquí la producción, la promoción y la participación en actuaciones en vivo, eventos o exposiciones concebidos para su contemplación por el público; y la provisión de destrezas artísticas, creativas o técnicas para la obtención de productos artísticos y la realización de actuaciones en vivo.","","Esta división no comprende:
- la explotación de museos de todo tipo, jardines botánicos y zoológicos, la conservación de lugares históricos y las actividades de las reservas naturales (véase la división 91)
- las actividades de juegos de azar y apuestas (véase la división 92)
- las actividades deportivas, de ocio y recreativas (véase la división 93).

Algunas unidades que ofrecen instalaciones y servicios culturales, de entretenimiento y recreativos se clasifican en otras divisiones, como las de:
- producción y distribución de películas cinematográficas y de vídeos (véanse 59.11, 59.12 y 59.13)
- la exhibición cinematográfica (véase 59.14)
- las emisiones de radio y televisión (véanse 60.1 y 60.2)","","90","This division includes the operation of facilities and provision of services to meet the cultural and entertainment interests of their customers. This includes the production and promotion of, and participation in, live performances, events or exhibits intended for public viewing; the provision of artistic, creative or technical skills for the production of artistic products and live performances.","","This division excludes:
- the operation of museums of all kinds, botanical and zoological gardens; the preservation of historical sites; and nature reserves activities, see division 91
- gambling and betting activities, see division 92
- sports and amusement and recreation activities, see division 93.

Some units that provide cultural, entertainment or recreational facilities and services are classified in other divisions, such as:
- motion picture and video production and distribution, see 59.11, 59.12, 59.13
- motion picture projection, see 59.14
- radio and television broadcasting, see 60.1, 60.2"
"3","90.0","Actividades de creación, artísticas y espectáculos","En este grupo se incluyen las actividades relacionadas con las artes creativas y escénicas, y otras afines.","","","","900","This group includes activities in the creative and performing arts and related activities.","",""
"4","90.01","Artes escénicas","Esta clase comprende:
- la producción de obras de teatro, conciertos, óperas, espectáculos de danza y otras actividades escénicas realizadas en directo:
• las actividades de grupos, circos o compañías, orquestas o bandas
• las actividades de artistas individuales como actores, bailarines, músicos, conferenciantes u oradores","","Esta clase no comprende:
- las actividades de los agentes y las agencias personales teatrales y artísticos (véase 74.90)
- las actividades de selección de reparto (casting) (véase 78.10)","Stuntmen activities

Problem statement: Where are stuntmen activities classified?

Solution: 1) Activities of own account stuntmen are in NACE Rev 2 class 90.01 where activities of individual artists like actors are included.
2) Stuntmen employed by producing film companies are in NACE Rev. 2 class 59.11.

Decision date: 01.07.2007","9000","This class includes:
- production of live theatrical presentations, concerts and opera or dance productions and other stage productions:
  • activities of groups, circuses or companies, orchestras or bands
  • activities of individual artists such as actors, dancers, musicians, lecturers or speakers","","This class excludes:
- activities of personal theatrical or artistic agents or agencies, see 74.90
- casting activities, see 78.10"
"4","90.02","Actividades auxiliares a las artes escénicas","Esta clase comprende:
- las actividades complementarias para la producción de obras de teatro, conciertos, óperas, espectáculos de danza y otras actividades escénicas realizadas en directo:
• las actividades de directores, productores, diseñadores y constructores de escenarios, tramoyistas, técnicos de iluminación, etc.","Esta clase comprende también:
- las actividades de los productores o empresarios de eventos artísticos en vivo, con o sin instalaciones.","Esta clase no comprende:
- las actividades de los agentes y las agencias personales teatrales y artísticos (véase 74.90)
- las actividades de selección de reparto (casting) (véase 78.10)","","9000","This class includes:
- support activities to performing arts for production of live theatrical presentations, concerts and opera or dance productions and other stage productions:
  • activities of directors, producers, stage-set designers and builders, scene shifters, lighting engineers etc.","This class also includes:
- activities of producers or entrepreneurs of arts live events, with or without facilities","This class excludes:
- activities of personal theatrical or artistic agents or agencies, see 74.90
- casting activities, see 78.10"
"4","90.03","Creación artística y literaria","Esta clase comprende:
- las actividades de artistas individuales como escultores, pintores, dibujantes de dibujos animados, grabadores, aguafuertistas, etc.
- las actividades de escritores individuales de cualquier especialidad, incluida la escritura de ficción, la escritura técnica, etc.
- las actividades de periodistas independientes
- la restauración de obras de arte como cuadros, etc.","","Esta clase no comprende:
- la fabricación de estatuas distintas de las obras artísticas originales (véase 23.70)
- la restauración de órganos y otros instrumentos musicales históricos (véase 33.19)
- la producción de películas cinematográficas y de vídeos (véanse 59.11 y 59.12)
- la restauración de muebles (excepto la restauración del tipo realizado en museos) (véase 95.24)","","9000","This class includes:
- activities of individual artists such as sculptors, painters, cartoonists, engravers, etchers etc.
- activities of individual writers, for all subjects including fictional writing, technical writing etc.
- activities of independent journalists
- restoring of works of art such as paintings etc.","","This class excludes:
- manufacture of statues, other than artistic originals, see 23.70
- restoring of organs and other historical musical instruments, see 33.19
- motion picture and video production, see 59.11, 59.12
- restoring of furniture (except museum type restoration), see 95.24"
"4","90.04","Gestión de salas de espectáculos","Esta clase comprende:
- la explotación de salas de teatro, salas de conciertos y otras salas de espectáculos","","Esta clase no comprende:
- la explotación de las salas cinematográficas (véase 59.14)
- las actividades de las agencias de venta de entradas (véase 79.90)
- las actividades de museos de todo tipo (véase 91.02)","","9000","This class includes:
- operation of concert and theatre halls and other arts facilities","","This class excludes:
- operation of cinemas, see 59.14
- activities of ticket agencies, see 79.90
- operation of museums of all kinds, see 91.02"
"2","91","Actividades de bibliotecas, archivos, museos y otras actividades culturales","Esta división comprende las actividades de bibliotecas y archivos; las actividades de museos de todo tipo, jardines botánicos y zoológicos; la explotación de lugares históricos y las actividades de reservas naturales. Comprende asimismo la conservación y la exhibición de objetos, emplazamientos y maravillas naturales de interés histórico, cultural o educativo (p. ej., lugares patrimonio de la humanidad, etc.).","","Esta división no comprende:
- las actividades deportivas, de ocio y recreativas como la explotación de playas para el baño y parques recreativos (véase la división 93)","","91","This division includes the activities of libraries and archives; the operation of museums of all kinds, botanical and zoological gardens; the operation of historical sites and nature reserves activities.","It also includes the preservation and exhibition of objects, sites and natural wonders of historical, cultural or educational interest (e.g. world heritage sites, etc).","This division excludes:
- sports and amusement and recreation activities such as the operation of bathing beaches and recreation parks, see division 93"
"3","91.0","Actividades de bibliotecas, archivos, museos y otras actividades culturales","","","","","910","","",""
"4","91.01","Actividades de bibliotecas y archivos","Esta clase comprende:
- las actividades de documentación e información de bibliotecas de todo tipo, salas de lectura, audición o proyección, archivos públicos, destinadas a servir al público en general o a una clientela especializada como estudiantes, científicos, empleados o asociados, así como la gestión de los archivos oficiales:
• la creación de colecciones, ya sean especializadas o no
• la catalogación de colecciones
• el préstamo y almacenamiento de libros, mapas, revistas, películas, discos, cintas, obras de arte, etc.
• la recuperación con objeto de atender necesidades de información, etc.
- bibliotecas y servicios de almacenamiento de fotos y películas","","","","9101","This class includes:
- documentation and information activities of libraries of all kinds, reading, listening and viewing rooms, public archives providing service to the general public or to a special clientele, such as students, scientists, staff, members as well as operation of government archives:
  • organisation of a collection, whether specialised or not
  • cataloguing collections
  • lending and storage of books, maps, periodicals, films, records, tapes, works of art etc.
  • retrieval activities in order to comply with information requests etc.
- stock photo and movie libraries and services","",""
"4","91.02","Actividades de museos","Esta clase comprende:
- las actividades de museos de todo tipo:
• museos de arte, joyería, muebles, trajes, cerámica, orfebrería
• museos de historia natural, ciencia y tecnología, museos de historia, incluidos los museos militares
• otros museos especializados
• museos al aire libre","","Esta clase no comprende:
- las actividades de las galerías de arte comerciales (véase 47.78)
- la restauración de obras de arte y objetos de colecciones de museos (véase 90.03)
- las actividades de bibliotecas y archivos (véase 91.01)","","9102","This class includes:
- operation of museums of all kinds:
  • art museums, museums of jewellery, furniture, costumes, ceramics, silverware
  • natural history, science and technological museums, historical museums, including military museums
  • other specialised museums
  • open-air museums","","This class excludes:
- activities of commercial art galleries, see 47.78
- restoration of works of art and museum collection objects, see 90.03
- activities of libraries and archives, see 91.01"
"4","91.03","Gestión de lugares y edificios históricos","Esta clase comprende:
- la explotación y conservación de lugares y edificios históricos","","Esta clase no comprende:
- la renovación y la restauración de lugares y edificios históricos (véase la sección F)","","9102","This class includes:
- operation and preservation of historical sites and buildings","","This class excludes:
- renovation and restoration of historical sites and buildings, see section F"
"4","91.04","Actividades de los jardines botánicos, parques zoológicos y reservas naturales","Esta clase comprende:
- la gestión de jardines botánicos y zoológicos, incluidos los infantiles
- la gestión de reservas naturales, incluyendo la protección de la vida salvaje, etc.","","Esta clase no comprende:
- los servicios de paisajismo y mantenimiento de jardines, (véase 81.30)
- la explotación de cotos de pesca y de caza deportivas (véase 93.19)","","9103","This class includes:
- operation of botanical and zoological gardens, including children's zoos
- operation of nature reserves, including wildlife preservation, etc.","","This class excludes:
- landscape and gardening activities, see 81.30
- operation of sport fishing and hunting preserves, see 93.19"
"2","92","Actividades de juegos de azar y apuestas","Esta división comprende la explotación de instalaciones para los juegos de azar, como casinos, bingos y salas de máquinas tragaperras, así como la prestación de servicios relacionados con el juego, como loterías y apuestas hípicas.","","","","92","This division includes the operation of gambling facilities such as casinos, bingo halls and video gaming terminals and the provision of gambling services, such as lotteries and off-track betting.","",""
"3","92.0","Actividades de juegos de azar y apuestas","","","","","920","","",""
"4","92.00","Actividades de juegos de azar y apuestas","Esta clase comprende las actividades de juegos de azar y apuestas como:
- la venta de billetes de lotería
- la explotación de máquinas tragaperras
- la explotación de sitios de Internet dedicados a los juegos de azar virtuales
- la correduría de apuestas y otras actividades afines
- la explotación de agencias de apuestas hípicas
- la explotación de casinos, incluidos los ""casinos flotantes""","","","","9200","This class includes gambling and betting activities such as:
- sale of lottery tickets
- operation (exploitation) of coin-operated gambling machines
- operation of virtual gambling web sites
- bookmaking and other betting operations
- off-track betting
- operation of casinos, including ""floating casinos”","",""
"2","93","Actividades deportivas, recreativas y de entretenimiento","Esta división comprende la provisión de actividades recreativas, de esparcimiento y deportivas (excepto las de museos, la conservación de lugares históricos, las actividades de jardines botánicos y zoológicos y de reservas naturales, y las apuestas y juegos de azar).","","Se excluyen de esta división las artes escénicas, la música y otras artes y actividades de entretenimiento como la producción de obras de teatro, conciertos, óperas, espectáculos de danza y otras actividades escénicas realizadas en directo (véase la división 90).","","93","This division includes the provision of recreational, amusement and sports activities (except museums activities, preservation of historical sites, botanical and zoological gardens and nature reserves activities; and gambling and betting activities).","","Excluded from this division are dramatic arts, music and other arts and entertainment such as the production of live theatrical presentations, concerts and opera or dance productions and other stage productions, see division 90."
"3","93.1","Actividades deportivas","Este grupo comprende la explotación de instalaciones deportivas; las actividades de equipos o clubes deportivos participantes fundamentalmente en eventos deportivos en vivo ante una audiencia de pago; las actividades de deportistas independientes dedicados a la participación en eventos deportivos o carreras en vivo; las actividades de loa propietarios de automóviles, perros, caballos, etc. participantes en carreras y dedicados fundamentalmente a promover la competición de éstos en carreras u otros acontecimientos deportivos con espectadores; las actividades de entrenadores deportivos que prestan servicios especializados de apoyo a participantes en eventos y competiciones deportivas; la explotación de estadios; y otras actividades de organización, promoción y gestión de eventos deportivos n.c.o.p.","","","","931","This group includes the operation of sports facilities; activities of sports teams or clubs primarily participating in live sports events before a paying audience; independent athletes engaged in participating in live sporting or racing events before a paying audience; owners of racing participants such as cars, dogs, horses, etc. primarily engaged in entering them in racing events or other spectator sports events; sports trainers providing specialised services to support participants in sports events or competitions; operators of arenas and stadiums; other activities of organising, promoting or managing sports events, n.e.c.","",""
"4","93.11","Gestión de instalaciones deportivas","Esta clase comprende:
- la explotación de instalaciones para eventos deportivos a cubierto o al aire libre (en lugares abiertos, en recintos o lugares cubiertos, con asientos para espectadores o sin ellos):
• estadios de fútbol, hockey, cricket, rugby
• pistas para carreras de automóviles, perros, caballos
• piscinas y centros de natación
• estadios de atletismo
• instalaciones y estadios para deportes de invierno
• pabellones de hockey sobre hielo
• canchas de boxeo
• campos de golf
• boleras
- la organización y explotración de acontecimientos deportivos al aire libre o en recintos cubiertos, con la participación de profesionales o aficionados, por parte de organizaciones con instalaciones propias","Esta clase comprende la gestión y la dotación de personal para el funcionamiento de tales instalaciones.","Esta clase no comprende:
- la explotación de telesillas (véase 49.39)
- el alquiler de equipamiento recreativo y deportivo (véase 77.21)
- las actividades de los gimnasios (fitness) (véase 93.13)
- las actividades en parques y playas (véase 93.29)","","9311","This class includes:
- operation of facilities for indoor or outdoor sports events (open, closed or covered, with or without spectator seating):
  • football, hockey, cricket, rugby stadiums
  • racetracks for car, dog, horse races
  • swimming pools and stadiums
  • track and field stadiums
  • winter sports arenas and stadiums
  • ice-hockey arenas
  • boxing arenas
  • golf courses
  • bowling lanes
- organisation and operation of outdoor or indoor sports events for professionals or amateurs by organisations with own facilities","This class includes managing and providing the staff to operate these facilities.","This class excludes:
- operation of ski lifts, see 49.39
- rental of recreation and sports equipment, see 77.21
- activities of fitness facilities, see 93.13
- park and beach activities, see 93.29"
"4","93.12","Actividades de los clubes deportivos","Esta clase comprende las actividades de clubes deportivos profesionales, semiprofesionales o de aficionados que ofrecen a sus miembros la oportunidad de participar en actividades deportivas.

Esta clase comprende:
- la explotación de clubes deportivos:
• clubes de fútbol
• clubes de bolos
• clubes de natación
• clubes de golf
• clubes de boxeo
• clubes de deportes de invierno
• clubes de ajedrez
• clubes de atletismo
• clubes de tiro, etc.","","Esta clase no comprende:
- la instrucción deportiva impartida por profesores o entrenadores (véase 85.51)
- la explotación de instalaciones deportivas (véase 93.11)
- la organización y dirección de acontecimientos deportivos al aire libre o en recintos cubiertos, con la participación de profesionales o aficionados, por parte de clubes deportivos con instalaciones propias (véase 93.11)","","9312","This class includes the activities of sports clubs, which, whether professional, semi-professional or amateur clubs, give their members the opportunity to engage in sporting activities.

This class includes:
- operation of sports clubs:
  • football clubs
  • bowling clubs
  • swimming clubs
  • golf clubs
  • boxing clubs
  • winter sports clubs
  • chess clubs
  • track and field clubs
  • shooting clubs, etc.","","This class excludes:
- sports instruction by individual teachers, trainers, see 85.51
- operation of sports facilities, see 93.11
- organisation and operation of outdoor or indoor sports events for professionals or amateurs by sports clubs with their own facilities, see 93.11"
"4","93.13","Actividades de los gimnasios","Esta clase comprende:
- las actividades de clubes e instalaciones de fitness y culturismo","","Esta clase no comprende:
- la instrucción deportiva impartida por profesores o entrenadores (véase 85.51)","","9311","This class includes:
- fitness and body-building clubs and facilities","","This class excludes:
- sports instruction by individual teachers, trainers, see 85.51"
"4","93.19","Otras actividades deportivas","Esta clase comprende:
- las actividades de productores o promotores de eventos deportivos, con o sin instalaciones
- las actividades por cuenta propia realizadas por deportistas y atletas, jueces y árbitros, cronometradores, etc.
- las actividades de ligas deportivas y órganos de regulación del deporte
- las actividades relacionadas con la promoción de espectáculos deportivos
- las actividades de las cuadras de caballos y galgos y de las escuderías participantes en carreras
- la explotación de cotos de pesca y de caza deportivas
- las actividades de los guías de montaña
- las actividades de apoyo a la caza y la pesca deportivas o recreativas","","Esta clase no comprende:
- el alquiler de equipo deportivo (véase 77.21)
- las escuelas de deporte y caza (véase 85.51)
- las actividades de instructores, profesores y entrenadores deportivos (véase 85.51)
- la organización y explotación de acontecimientos deportivos al aire libre o en recintos cubiertos, con la participación de profesionales o aficionados, por parte de clubes deportivos con o sin instalaciones propias (véanse 93.11 y 93.12)
- las actividades en parques y playas (véanse 93.29)","","9319","This class includes:
- activities of producers or promoters of sports events, with or without facilities
- activities of individual own-account sportsmen and athletes, referees, judges, timekeepers etc.
- activities of sports leagues and regulating bodies
- activities related to promotion of sporting events
- activities of racing stables, kennels and garages
- operation of sport fishing and hunting preserves
- activities of mountain guides
- support activities for sport or recreational hunting and fishing","","This class excludes:
- rental of sports equipment, see 77.21
- activities of sport and game schools, see 85.51
- activities of sports instructors, teachers, coaches, see 85.51
- organisation and operation of outdoor or indoor sports events for professionals or amateurs by sports clubs with/without own facilities, see 93.11, 93.12
- park and beach activities, see 93.29"
"3","93.2","Actividades recreativas y de entretenimiento","Este grupo comprende una amplia gama de unidades que gestionan instalaciones o prestan servicios para atender los diversos intereses recreativos de sus clientes. Comprende la explotación de diversas atracciones, como las accionadas por medios mecánicos, atracciones acuáticas, juegos, espectáculos, exposiciones temáticas y merenderos.","","Se excluyen de este grupo las actividades deportivas y las artes escénicas, la música y otras artes y actividades de entretenimiento.","","932","This group includes a wide range of units that operate facilities or provide services to meet the varied recreational interests of their patrons. It includes the operation of a variety of attractions, such as mechanical rides, water rides, games, shows, theme exhibits and picnic grounds.","","This group excludes sports activities and dramatic arts, music and other arts and entertainment."
"4","93.21","Actividades de los parques de atracciones y los parques temáticos","Esta clase comprende las actividades de los parques de atracciones y los parques temáticos. Comprende la explotación de diversas atracciones, como las accionadas por medios mecánicos, atracciones acuáticas, juegos, espectáculos, exposiciones temáticas y merenderos.","","","","9321","This class includes activities of amusement parks or theme parks. It includes the operation of a variety of attractions, such as mechanical rides, water rides, games, shows, theme exhibits and picnic grounds.","",""
"4","93.29","Otras actividades recreativas y de entretenimiento","Esta clase comprende las actividades relacionadas con el entretenimiento y las actividades recreativas (excepto las de parques de atracciones y parques temáticos), no clasificadas en otros apartados:
- la explotación de juegos accionados con monedas
- las actividades de parques recreativos (sin alojamiento)
- la explotación de instalaciones de transporte recreativo, por ejemplo, puertos deportivos
- la explotación de estaciones de esquí
- el alquiler de equipos de recreo y ocio como parte integral de instalaciones recreativas
- las ferias y muestras de índole recreativa
- las actividades en playas, incluido el alquiler de instalaciones y equipos como baños, taquillas, sillas, etc.
- la explotación de salas de baile","Esta clase comprende asimismo las actividades de productores o empresarios de eventos en vivo distintos de los espectáculos artísticos o deportivos, con o sin instalaciones.","Esta clase no comprende:
- la explotación de teleféricos, funiculares, telebarquillas y telesillas (véase 49.39)
- los cruceros de pesca (véanse 50.10, 50.30)
- la provisión de espacio e instalaciones para estancias de corta duración de visitantes en parques recreativos y bosques (véase 55.30)
- campamentos para remolques, campings, campamentos de recreo, caza y pesca (véase 55.30)
- actividades de los discobares y discopubs (donde la actividad predominante es servir bebidas) (véase 56.30)
- grupos teatrales y circenses (véase 90.01)","","9329","This class includes activities related to entertainment and recreation (except amusement parks and theme parks) not elsewhere classified:
- operation (exploitation) of coin-operated games
- activities of recreation parks (without accommodation)
- operation of recreational transport facilities, e.g. marinas
- operation of ski hills
- rental of leisure and pleasure equipment as an integral part of recreational facilities
- fairs and shows of a recreational nature
- activities of beaches, including rental of facilities such as bathhouses, lockers, chairs etc.
- operation of dance floors","This class also includes activities of producers or entrepreneurs of live events other than arts or sports events, with or without facilities.","This class excludes:
- operation of teleferics, funiculars, ski and cable lifts, see 49.39
- fishing cruises, see 50.10, 50.30
- provision of space and facilities for short stay by visitors in recreational parks and forests and campgrounds, see 55.30
- trailer parks, recreational camps, hunting and fishing camps, campsites and campgrounds, see 55.30
- discotheques, see 56.30
- theatrical and circus groups, see 90.01"
"1","S","OTROS SERVICIOS","Esta sección (como categoría residual) comprende las actividades de las organizaciones asociativas, la reparación de ordenadores y artículos de uso personal y doméstico y diversas actividades de servicios personales no contempladas en otros apartados de la clasificación.","","","","S","This section (as a residual category) includes the activities of membership organisations, the repair of computers and personal and household goods and a variety of personal service activities not covered elsewhere in the classification.","",""
"2","94","Actividades asociativas","Esta división comprende las actividades de las organizaciones que representan los intereses de grupos especiales o que promueven ideas ante la opinión pública. Generalmente, estas organizaciones están integradas por miembros, aunque sus actividades pueden también contar con la participación de personas que no son miembros y beneficiar a estas personas. El desglose básico de esta división está determinado por la finalidad de dichas organizaciones, a saber, la defensa de los intereses de los empleadores, de trabajadores por cuenta propia y de la comunidad científica (grupo 94.1), los intereses de los empleados (grupo 94.2) o la promoción de ideas y actividades religiosas, políticas, culturales, educativas o recreativas (grupo 94.9).","","","","94","This division includes activities of organisations representing interests of special groups or promoting ideas to the general public. These organisations usually have a constituency of members, but their activities may involve and benefit non-members as well. The primary breakdown of this division is determined by the purpose that these organisations serve, namely interests of employers, self-employed individuals and the scientific community (group 94.1), interests of employees (group 94.2) or promotion of religious, political, cultural, educational or recreational ideas and activities (group 94.9).","",""
"3","94.1","Actividades de organizaciones empresariales, profesionales y patronales","Este grupo comprende las actividades de las unidades que promueven los intereses de los miembros de organizaciones empresariales y patronales. En el caso de las organizaciones profesionales, comprende asimismo las actividades de promoción de los intereses profesionales de los miembros de la profesión.","","","","941","This group includes the activities of units that promote the interests of the members of business and employers organisations.","In the case of professional membership organisations, it also includes the activities of promoting the professional interests of members of the profession.",""
"4","94.11","Actividades de organizaciones empresariales y patronales","Esta clase comprende:
- las actividades de las organizaciones cuyos miembros se interesan principalmente por el desarrollo y la prosperidad de las empresas de un determinado sector empresarial o comercial, incluida la agricultura y ganadería, o por la situación y el crecimiento económicos de una determinada zona geográfica o subdivisión política, independientemente del sector empresarial.
- las actividades de las federaciones de dichas asociaciones.
- las actividades de las cámaras de comercio, las corporaciones empresariales y organismos similares
- la difusión de información, la representación ante organismos públicos, las relaciones públicas y las negociaciones laborales de asociaciones empresariales y patronales","","Esta clase no comprende:
- las actividades de sindicatos (véase 94.20)","","9411","This class includes:
- activities of organisations whose members' interests centre on the development and prosperity of enterprises in a particular line of business or trade, including farming, or on the economic growth and climate of a particular geographical area or political subdivision without regard for the line of business.
- activities of federations of such associations
- activities of chambers of commerce, guilds and similar organisations
- dissemination of information, representation before government agencies, public relations and labour negotiations of business and employer organisations","","This class excludes:
- activities of trade unions, see 94.20"
"4","94.12","Actividades de organizaciones profesionales","Esta clase comprende:
- las actividades de organizaciones cuyos miembros se interesan principalmente en una disciplina científica, práctica profesional o esfera técnica concreta, como las asociaciones médicas, jurídicas o contables, las asociaciones de ingenieros o de arquitectos, etc.
- las actividades de asociaciones de especialistas en el campo científico, académico o cultural, como asociaciones de escritores, pintores, artistas de diversos tipos, periodistas, etc.
- la difusión de información, el establecimiento y la supervisión del cumplimiento de normas profesionales, la representación ante los organismos de la Administración y las relaciones públicas de las asociaciones profesionales","Esta clase comprende también:
- las actividades de las sociedades científicas","Esta clase no comprende:
- la educación impartida por estas organizaciones (véase la división 85)","","9412","This class includes:
- activities of organisations whose members' interests centre chiefly on a particular scholarly discipline or professional practice or technical field, such as medical associations, legal associations, accounting associations, engineering associations, architects associations etc.
- activities of associations of specialists engaged in scientific, academic or cultural activities, such as associations of writers, painters, performers of various kinds, journalists etc.
- dissemination of information, the establishment and supervision of standards of practice, representation before government agencies and public relations of professional organisations","This class also includes:
- activities of learned societies","This class excludes:
- education provided by these organisations, see division 85"
"3","94.2","Actividades sindicales","","","","","942","","",""
"4","94.20","Actividades sindicales","Esta clase comprende:
- la promoción de los intereses de los empleados integrados en organizaciones sindicales y laborales","Esta clase comprende también:
- las actividades de las asociaciones de trabajadores por cuenta ajena que se interesan principalmente por la representación de sus intereses en relación a los salarios y la situación laboral, y por la adopción de medidas concertadas a través de su organización
- las actividades de los sindicatos de empresa, de los sindicatos sectoriales y de las organizaciones sindicales agrupadas según criterios regionales, organizativos o de otro tipo","Esta clase no comprende:
- la educación impartida por estas organizaciones (véase la división 85)","","9420","This class includes:
- promoting of the interests of organised labour and union employees","This class also includes:
- activities of associations whose members are employees interested chiefly in the representation of their views concerning the salary and work situation, and in concerted action through organisation
- activities of single plant unions, of unions composed of affiliated branches and of labour organisations composed of affiliated unions on the basis of trade, region, organisational structure or other criteria","This class excludes:
- education provided by such organisations, see division 85"
